fss__k,model__C,model__penalty,model__solver,fit_time_mean,fit_time_std,score_time_mean,score_time_std,test_f1_mean,test_f1_std,test_roc_auc_mean,test_roc_auc_std,test_accuracy_mean,test_accuracy_std,test_precision_mean,test_precision_std,test_recall_mean,test_recall_std
25,1.8646637953712397,,newton-cholesky,0.02011704444885254,0.010035621674126693,0.0062849998474121095,0.0022141593378231716,0.7892082356356739,0.027166925147949644,0.8463434830065113,0.04663634878499219,0.783282208588957,0.038068337418705085,0.7751322528037963,0.05245037063500801,0.8061349693251534,0.009632097219697888
25,0.03951855024823004,,lbfgs,0.037747764587402345,0.007093881608102101,0.005466747283935547,0.0018471662319505052,0.7750447018773006,0.040151882054995876,0.823961430614626,0.07346034340225299,0.7668711656441718,0.056351204430845604,0.7604999433620547,0.0698029308790766,0.7938650306748466,0.015046317139178792
25,1.9759644733278205,,lbfgs,0.03302798271179199,0.003356419906679476,0.008518028259277343,0.0023034852367710087,0.7808811317080124,0.04247449933523146,0.8290380706838798,0.05878203511090766,0.7737730061349695,0.05155747335574114,0.7631250900960507,0.058760344177806095,0.8009202453987729,0.028003295806201714
25,0.03951855024823004,,lbfgs,0.02925739288330078,0.007732811849259108,0.004101753234863281,0.0004190251667598939,0.7775465309795705,0.02129839068809166,0.8332986751477286,0.04561267593527728,0.7717791411042946,0.0330150283363772,0.7649897576773658,0.049688205766062886,0.7935582822085889,0.019751362002460422
25,1.9759644733278205,,lbfgs,0.040059471130371095,0.014077353204008968,0.005729484558105469,0.0025808274653366203,0.7726332834939281,0.033638054992469434,0.8239056795513567,0.064441664364551,0.764877300613497,0.04764881030429306,0.7567079948114995,0.06036648281524388,0.7920245398773006,0.006967985700368439
